content,aspect,sentiment,from,to
when eloniss former employer informed the federal bureau of investigation of the posts the agency began monitoring eloniss face book activity and eventually arrested him,eloniss,-1,5,12
when eloniss former employer informed the federal bureau of investigation of the posts the agency began monitoring eloniss face book activity and eventually arrested him,him,-1,166,169
eloniss former employer informed the federal bureau of investigation of the posts,eloniss,-1,0,7
monitoring eloniss face book activity and eventually arrested him,eloniss,-1,11,18
monitoring eloniss face book activity and eventually arrested him,him,-1,62,65
eventually arrested him,him,-1,20,23
petitioner was convicted of violating this provision under instructions that required the jury to find that he communicated what a reasonable person would regard as a threat,petitioner,-1,0,10
petitioner was convicted of violating this provision under instructions that required the jury to find that he communicated what a reasonable person would regard as a threat,he,-1,108,110
petitioner was convicted of violating this provision under instructions,petitioner,-1,0,10
he communicated what a reasonable person would regard as a threat,he,-1,0,2
the question is whether the statute also requires that the defendant be aware of the threatening nature of the communication and—if not—whether the first amendment requires such a showing,defendant,-1,59,68
the defendant be aware of the threatening nature of the communication,defendant,-1,4,13
in may 2010 eloniss wife of nearly seven years left him taking with her their two young children,eloniss,-1,12,19
in may 2010 eloniss wife of nearly seven years left him taking with her their two young children,him,-1,52,55
elonis began “listening to more violent music and posting selfstyled “rap lyrics inspired by the music,elonis,-1,0,6
eventually elonis changed the user name on his facebook page from his actual name to a rapstyle nom de plume “tone dougie to distinguish himself from his “online persona,elonis,-1,11,17
elonis changed the user name on his facebook page from his actual name to a rapstyle nom de plume,elonis,-1,0,6
elonis changed the user name on his facebook page from his actual name to a rapstyle nom de plume,his,-1,32,35
elonis changed the user name on his facebook page from his actual name to a rapstyle nom de plume,his,-1,55,58
to distinguish himself from his “online persona,his,-1,28,31
